,Date of Sale,City,Department,Product,Sale,Predicted Sale,Flag,Out of Stock,Buffer Stock
2672,6/22/2014,C,Infant W-Wear,13245,0,1,History,1,1
2673,6/29/2014,C,Infant W-Wear,13245,0,0,History,1,1
2674,7/6/2014,C,Infant W-Wear,13245,0,0,History,1,2
2675,7/13/2014,C,Infant W-Wear,13245,0,1,History,1,1
2676,7/20/2014,C,Infant W-Wear,13245,0,0,History,1,1
2677,7/27/2014,C,Infant W-Wear,13245,0,0,History,1,1
2678,8/3/2014,C,Infant W-Wear,13245,0,0,History,1,2
2679,8/10/2014,C,Infant W-Wear,13245,1,1,History,0,2
2680,8/17/2014,C,Infant W-Wear,13245,1,1,History,1,1
2681,8/24/2014,C,Infant W-Wear,13245,0,0,History,1,1
2682,8/31/2014,C,Infant W-Wear,13245,0,0,History,1,1
2683,9/7/2014,C,Infant W-Wear,13245,0,0,History,1,1
2684,9/14/2014,C,Infant W-Wear,13245,1,0,History,0,1
2685,9/21/2014,C,Infant W-Wear,13245,0,0,History,1,4
2686,9/28/2014,C,Infant W-Wear,13245,1,4,History,0,4
2687,10/5/2014,C,Infant W-Wear,13245,6,4,History,0,5
2688,10/12/2014,C,Infant W-Wear,13245,6,6,History,0,13
2689,10/19/2014,C,Infant W-Wear,13245,21,21,History,0,17
2690,10/26/2014,C,Infant W-Wear,13245,17,28,History,0,10
2691,11/2/2014,C,Infant W-Wear,13245,21,15,History,0,10
2692,11/9/2014,C,Infant W-Wear,13245,29,15,History,0,15
2693,11/16/2014,C,Infant W-Wear,13245,27,24,History,0,7
2694,11/23/2014,C,Infant W-Wear,13245,15,11,History,1,6
2695,11/30/2014,C,Infant W-Wear,13245,10,8,History,1,7
2696,12/7/2014,C,Infant W-Wear,13245,5,10,History,1,2
2697,12/14/2014,C,Infant W-Wear,13245,4,2,History,1,7
2698,12/21/2014,C,Infant W-Wear,13245,5,10,History,1,6
2699,12/28/2014,C,Infant W-Wear,13245,5,8,History,0,6
2700,1/4/2015,C,Infant W-Wear,13245,13,9,History,0,9
2701,1/11/2015,C,Infant W-Wear,13245,9,13,History,0,6
2702,1/18/2015,C,Infant W-Wear,13245,7,9,History,1,5
2703,1/25/2015,C,Infant W-Wear,13245,6,7,History,1,5
2704,2/1/2015,C,Infant W-Wear,13245,6,7,History,1,4
2705,2/8/2015,C,Infant W-Wear,13245,7,5,History,0,4
2706,2/15/2015,C,Infant W-Wear,13245,3,5,History,1,5
2707,2/22/2015,C,Infant W-Wear,13245,3,7,History,1,2
2708,3/1/2015,C,Infant W-Wear,13245,0,2,History,1,2
2709,3/8/2015,C,Infant W-Wear,13245,0,1,History,1,1
2710,3/15/2015,C,Infant W-Wear,13245,0,0,History,1,1
2711,3/22/2015,C,Infant W-Wear,13245,0,0,History,1,2
2712,3/29/2015,C,Infant W-Wear,13245,0,1,History,1,2
2713,4/5/2015,C,Infant W-Wear,13245,0,1,History,1,2
2714,4/12/2015,C,Infant W-Wear,13245,0,1,History,1,1
2715,4/19/2015,C,Infant W-Wear,13245,0,0,History,1,1
2716,4/26/2015,C,Infant W-Wear,13245,0,0,History,1,1
2717,5/3/2015,C,Infant W-Wear,13245,0,0,History,1,1
2718,5/10/2015,C,Infant W-Wear,13245,0,0,History,1,1
2719,5/17/2015,C,Infant W-Wear,13245,0,0,History,1,2
2720,5/24/2015,C,Infant W-Wear,13245,0,1,History,1,1
2721,5/31/2015,C,Infant W-Wear,13245,Not Available,0,Forecast,no answer,0
2722,6/7/2015,C,Infant W-Wear,13245,Not Available,0,Forecast,no answer,0
2723,6/14/2015,C,Infant W-Wear,13245,Not Available,0,Forecast,no answer,0
2724,6/21/2015,C,Infant W-Wear,13245,Not Available,0,Forecast,no answer,0
2725,6/28/2015,C,Infant W-Wear,13245,Not Available,0,Forecast,no answer,0
2726,7/5/2015,C,Infant W-Wear,13245,Not Available,0,Forecast,no answer,0
2727,7/12/2015,C,Infant W-Wear,13245,Not Available,0,Forecast,no answer,0
2728,7/19/2015,C,Infant W-Wear,13245,Not Available,0,Forecast,no answer,0
2729,7/26/2015,C,Infant W-Wear,13245,Not Available,0,Forecast,no answer,0
2730,7/28/2013,A,Infant W-Wear,13246,0,0,History,0,1
2731,8/4/2013,A,Infant W-Wear,13246,0,0,History,0,1
2732,8/11/2013,A,Infant W-Wear,13246,0,0,History,0,1
2733,8/18/2013,A,Infant W-Wear,13246,0,0,History,0,1
2734,8/25/2013,A,Infant W-Wear,13246,0,0,History,0,1
2735,9/1/2013,A,Infant W-Wear,13246,0,0,History,0,1
2736,9/8/2013,A,Infant W-Wear,13246,0,0,History,0,1
2737,9/15/2013,A,Infant W-Wear,13246,0,0,History,0,1
2738,9/22/2013,A,Infant W-Wear,13246,0,0,History,0,1
2739,9/29/2013,A,Infant W-Wear,13246,0,0,History,0,1
2740,10/6/2013,A,Infant W-Wear,13246,0,0,History,0,1
2741,10/13/2013,A,Infant W-Wear,13246,0,0,History,0,5
2742,10/20/2013,A,Infant W-Wear,13246,0,3,History,0,6
2743,10/27/2013,A,Infant W-Wear,13246,5,4,History,0,6
2744,11/3/2013,A,Infant W-Wear,13246,2,4,History,0,8
2745,11/10/2013,A,Infant W-Wear,13246,5,6,History,0,8
2746,11/17/2013,A,Infant W-Wear,13246,7,6,History,0,7
2747,11/24/2013,A,Infant W-Wear,13246,4,5,History,0,5
2748,12/1/2013,A,Infant W-Wear,13246,3,3,History,0,2
2749,12/8/2013,A,Infant W-Wear,13246,2,1,History,0,6
2750,12/15/2013,A,Infant W-Wear,13246,4,4,History,0,5
2751,12/22/2013,A,Infant W-Wear,13246,2,3,History,0,5
2752,12/29/2013,A,Infant W-Wear,13246,3,3,History,0,6
2753,1/5/2014,A,Infant W-Wear,13246,5,4,History,0,5
2754,1/12/2014,A,Infant W-Wear,13246,4,3,History,0,6
2755,1/19/2014,A,Infant W-Wear,13246,3,4,History,0,9
2756,1/26/2014,A,Infant W-Wear,13246,2,7,History,0,2
2757,2/2/2014,A,Infant W-Wear,13246,7,1,History,0,1
2758,2/9/2014,A,Infant W-Wear,13246,3,0,History,0,1
2759,2/16/2014,A,Infant W-Wear,13246,0,0,History,1,2
2760,2/23/2014,A,Infant W-Wear,13246,0,1,History,1,1
2761,3/2/2014,A,Infant W-Wear,13246,0,0,History,1,1
2762,3/9/2014,A,Infant W-Wear,13246,1,0,History,0,1
2763,3/16/2014,A,Infant W-Wear,13246,0,0,History,1,5
2764,3/23/2014,A,Infant W-Wear,13246,0,3,History,1,1
2765,3/30/2014,A,Infant W-Wear,13246,0,0,History,1,1
2766,4/6/2014,A,Infant W-Wear,13246,0,0,History,1,1
2767,4/13/2014,A,Infant W-Wear,13246,0,0,History,1,1
2768,4/20/2014,A,Infant W-Wear,13246,0,0,History,1,1
2769,4/27/2014,A,Infant W-Wear,13246,0,0,History,1,1
2770,5/4/2014,A,Infant W-Wear,13246,0,0,History,1,4
2771,5/11/2014,A,Infant W-Wear,13246,0,2,History,1,1
2772,5/18/2014,A,Infant W-Wear,13246,0,0,History,1,1
2773,5/25/2014,A,Infant W-Wear,13246,0,0,History,1,1
2774,6/1/2014,A,Infant W-Wear,13246,0,0,History,1,1
2775,6/8/2014,A,Infant W-Wear,13246,0,0,History,1,1
2776,6/15/2014,A,Infant W-Wear,13246,0,0,History,1,1
2777,6/22/2014,A,Infant W-Wear,13246,0,0,History,1,2
2778,6/29/2014,A,Infant W-Wear,13246,0,1,History,1,1
2779,7/6/2014,A,Infant W-Wear,13246,0,0,History,1,1
2780,7/13/2014,A,Infant W-Wear,13246,0,0,History,1,1
2781,7/20/2014,A,Infant W-Wear,13246,0,0,History,1,1
2782,7/27/2014,A,Infant W-Wear,13246,0,0,History,1,1
2783,8/3/2014,A,Infant W-Wear,13246,0,0,History,1,1
2784,8/10/2014,A,Infant W-Wear,13246,0,0,History,1,2
2785,8/17/2014,A,Infant W-Wear,13246,0,1,History,1,1
2786,8/24/2014,A,Infant W-Wear,13246,0,0,History,1,1
2787,8/31/2014,A,Infant W-Wear,13246,0,0,History,1,1
2788,9/7/2014,A,Infant W-Wear,13246,0,0,History,1,1
2789,9/14/2014,A,Infant W-Wear,13246,0,0,History,1,1
2790,9/21/2014,A,Infant W-Wear,13246,0,0,History,1,1
2791,9/28/2014,A,Infant W-Wear,13246,0,0,History,1,2
2792,10/5/2014,A,Infant W-Wear,13246,0,1,History,1,2
2793,10/12/2014,A,Infant W-Wear,13246,0,1,History,1,5
2794,10/19/2014,A,Infant W-Wear,13246,5,3,History,0,7
2795,10/26/2014,A,Infant W-Wear,13246,6,5,History,0,7
2796,11/2/2014,A,Infant W-Wear,13246,6,5,History,0,10
2797,11/9/2014,A,Infant W-Wear,13246,5,8,History,0,9
2798,11/16/2014,A,Infant W-Wear,13246,5,7,History,0,8
2799,11/23/2014,A,Infant W-Wear,13246,9,6,History,0,7
2800,11/30/2014,A,Infant W-Wear,13246,5,5,History,1,6
2801,12/7/2014,A,Infant W-Wear,13246,5,4,History,1,7
2802,12/14/2014,A,Infant W-Wear,13246,6,5,History,0,8
2803,12/21/2014,A,Infant W-Wear,13246,6,6,History,0,7
2804,12/28/2014,A,Infant W-Wear,13246,3,5,History,1,6
2805,1/4/2015,A,Infant W-Wear,13246,4,4,History,0,9
2806,1/11/2015,A,Infant W-Wear,13246,4,7,History,0,6
2807,1/18/2015,A,Infant W-Wear,13246,2,4,History,0,12
2808,1/25/2015,A,Infant W-Wear,13246,1,9,History,0,2
2809,2/1/2015,A,Infant W-Wear,13246,0,1,History,0,1
2810,2/8/2015,A,Infant W-Wear,13246,0,0,History,1,1
2811,2/15/2015,A,Infant W-Wear,13246,2,0,History,0,1
2812,2/22/2015,A,Infant W-Wear,13246,0,0,History,0,1
2813,3/1/2015,A,Infant W-Wear,13246,0,0,History,0,1
2814,3/8/2015,A,Infant W-Wear,13246,0,0,History,0,1
2815,3/15/2015,A,Infant W-Wear,13246,0,0,History,0,1
2816,3/22/2015,A,Infant W-Wear,13246,0,0,History,1,2
2817,3/29/2015,A,Infant W-Wear,13246,0,1,History,1,1
2818,4/5/2015,A,Infant W-Wear,13246,0,0,History,1,1
2819,4/12/2015,A,Infant W-Wear,13246,0,0,History,1,1
2820,4/19/2015,A,Infant W-Wear,13246,0,0,History,1,1
2821,4/26/2015,A,Infant W-Wear,13246,0,0,History,1,1
2822,5/3/2015,A,Infant W-Wear,13246,0,0,History,1,1
2823,5/10/2015,A,Infant W-Wear,13246,0,0,History,1,2
2824,5/17/2015,A,Infant W-Wear,13246,0,1,History,1,2
2825,5/24/2015,A,Infant W-Wear,13246,0,1,History,1,1
2826,5/31/2015,A,Infant W-Wear,13246,Not Available,0,Forecast,no answer,0
2827,6/7/2015,A,Infant W-Wear,13246,Not Available,6,Forecast,no answer,0
2828,6/14/2015,A,Infant W-Wear,13246,Not Available,5,Forecast,no answer,0
2829,6/21/2015,A,Infant W-Wear,13246,Not Available,4,Forecast,no answer,0
2830,6/28/2015,A,Infant W-Wear,13246,Not Available,9,Forecast,no answer,0
2831,7/5/2015,A,Infant W-Wear,13246,Not Available,5,Forecast,no answer,0
2832,7/12/2015,A,Infant W-Wear,13246,Not Available,2,Forecast,no answer,0
2833,7/19/2015,A,Infant W-Wear,13246,Not Available,1,Forecast,no answer,0
2834,7/26/2015,A,Infant W-Wear,13246,Not Available,1,Forecast,no answer,0
2835,10/26/2014,B,Infant W-Wear,13246,4,4,History,0,2
2836,11/2/2014,B,Infant W-Wear,13246,7,7,History,0,2
2837,11/9/2014,B,Infant W-Wear,13246,4,4,History,0,1
2838,11/16/2014,B,Infant W-Wear,13246,2,2,History,0,2
2839,11/23/2014,B,Infant W-Wear,13246,5,5,History,0,1
2840,11/30/2014,B,Infant W-Wear,13246,1,1,History,0,2
2841,12/7/2014,B,Infant W-Wear,13246,4,4,History,0,2
2842,12/14/2014,B,Infant W-Wear,13246,6,7,History,0,2
2843,12/21/2014,B,Infant W-Wear,13246,2,3,History,0,1
2844,12/28/2014,B,Infant W-Wear,13246,1,2,History,1,1
2845,1/4/2015,B,Infant W-Wear,13246,3,2,History,0,2
2846,1/11/2015,B,Infant W-Wear,13246,0,4,History,1,1
2847,1/18/2015,B,Infant W-Wear,13246,2,0,History,0,2
2848,1/25/2015,B,Infant W-Wear,13246,3,3,History,0,2
2849,2/1/2015,B,Infant W-Wear,13246,1,4,History,0,1
2850,2/8/2015,B,Infant W-Wear,13246,2,0,History,0,1
2851,2/15/2015,B,Infant W-Wear,13246,0,0,History,0,1
2852,2/22/2015,B,Infant W-Wear,13246,0,1,History,1,1
2853,3/1/2015,B,Infant W-Wear,13246,0,0,History,1,1
2854,3/8/2015,B,Infant W-Wear,13246,0,0,History,1,1
2855,3/15/2015,B,Infant W-Wear,13246,0,1,History,1,1
2856,3/22/2015,B,Infant W-Wear,13246,0,0,History,1,1
2857,3/29/2015,B,Infant W-Wear,13246,0,0,History,1,1
2858,4/5/2015,B,Infant W-Wear,13246,0,0,History,1,1
2859,4/12/2015,B,Infant W-Wear,13246,0,0,History,1,1
2860,4/19/2015,B,Infant W-Wear,13246,0,0,History,1,1
2861,4/26/2015,B,Infant W-Wear,13246,0,0,History,1,1
2862,5/3/2015,B,Infant W-Wear,13246,0,0,History,1,1
2863,5/10/2015,B,Infant W-Wear,13246,0,0,History,1,1
2864,5/17/2015,B,Infant W-Wear,13246,0,0,History,1,1
2865,5/24/2015,B,Infant W-Wear,13246,0,0,History,1,1
2866,5/31/2015,B,Infant W-Wear,13246,Not Available,0,Forecast,no answer,0
2867,6/7/2015,B,Infant W-Wear,13246,Not Available,0,Forecast,no answer,0
2868,6/14/2015,B,Infant W-Wear,13246,Not Available,0,Forecast,no answer,0
2869,6/21/2015,B,Infant W-Wear,13246,Not Available,0,Forecast,no answer,0
2870,6/28/2015,B,Infant W-Wear,13246,Not Available,0,Forecast,no answer,0
2871,7/5/2015,B,Infant W-Wear,13246,Not Available,0,Forecast,no answer,0
2872,7/12/2015,B,Infant W-Wear,13246,Not Available,0,Forecast,no answer,0
2873,7/19/2015,B,Infant W-Wear,13246,Not Available,0,Forecast,no answer,0
2874,7/26/2015,B,Infant W-Wear,13246,Not Available,0,Forecast,no answer,0
2875,7/28/2013,C,Infant W-Wear,13246,0,0,History,0,1
2876,8/4/2013,C,Infant W-Wear,13246,0,0,History,0,1
2877,8/11/2013,C,Infant W-Wear,13246,0,0,History,0,1
2878,8/18/2013,C,Infant W-Wear,13246,0,0,History,0,3
2879,8/25/2013,C,Infant W-Wear,13246,0,1,History,0,1
2880,9/1/2013,C,Infant W-Wear,13246,0,0,History,0,1
2881,9/8/2013,C,Infant W-Wear,13246,0,0,History,0,1
2882,9/15/2013,C,Infant W-Wear,13246,0,0,History,0,1
2883,9/22/2013,C,Infant W-Wear,13246,0,0,History,0,1
2884,9/29/2013,C,Infant W-Wear,13246,0,0,History,0,1
2885,10/6/2013,C,Infant W-Wear,13246,0,0,History,0,3
2886,10/13/2013,C,Infant W-Wear,13246,0,1,History,0,1
2887,10/20/2013,C,Infant W-Wear,13246,0,0,History,0,3
2888,10/27/2013,C,Infant W-Wear,13246,3,1,History,0,7
2889,11/3/2013,C,Infant W-Wear,13246,4,3,History,0,5
2890,11/10/2013,C,Infant W-Wear,13246,0,2,History,1,3
2891,11/17/2013,C,Infant W-Wear,13246,0,1,History,1,3
2892,11/24/2013,C,Infant W-Wear,13246,0,1,History,1,3
2893,12/1/2013,C,Infant W-Wear,13246,1,1,History,0,3
2894,12/8/2013,C,Infant W-Wear,13246,0,1,History,0,5
2895,12/15/2013,C,Infant W-Wear,13246,1,2,History,0,9
2896,12/22/2013,C,Infant W-Wear,13246,7,4,History,0,5
2897,12/29/2013,C,Infant W-Wear,13246,1,2,History,0,5
2898,1/5/2014,C,Infant W-Wear,13246,3,2,History,0,1
2899,1/12/2014,C,Infant W-Wear,13246,1,0,History,0,5
2900,1/19/2014,C,Infant W-Wear,13246,3,2,History,0,5
2901,1/26/2014,C,Infant W-Wear,13246,1,2,History,0,3
2902,2/2/2014,C,Infant W-Wear,13246,3,1,History,0,9
2903,2/9/2014,C,Infant W-Wear,13246,3,4,History,0,3
2904,2/16/2014,C,Infant W-Wear,13246,3,1,History,0,3
2905,2/23/2014,C,Infant W-Wear,13246,1,1,History,0,3
2906,3/2/2014,C,Infant W-Wear,13246,0,1,History,1,5
2907,3/9/2014,C,Infant W-Wear,13246,0,2,History,1,1
2908,3/16/2014,C,Infant W-Wear,13246,0,0,History,1,3
2909,3/23/2014,C,Infant W-Wear,13246,0,1,History,1,5
2910,3/30/2014,C,Infant W-Wear,13246,0,2,History,1,1
2911,4/6/2014,C,Infant W-Wear,13246,0,0,History,1,1
2912,4/13/2014,C,Infant W-Wear,13246,0,0,History,1,1
2913,4/20/2014,C,Infant W-Wear,13246,0,0,History,1,1
2914,4/27/2014,C,Infant W-Wear,13246,0,0,History,1,1
2915,5/4/2014,C,Infant W-Wear,13246,0,0,History,1,3
2916,5/11/2014,C,Infant W-Wear,13246,0,1,History,1,3
2917,5/18/2014,C,Infant W-Wear,13246,0,1,History,1,1
2918,5/25/2014,C,Infant W-Wear,13246,0,0,History,1,1
2919,6/1/2014,C,Infant W-Wear,13246,0,0,History,1,1
2920,6/8/2014,C,Infant W-Wear,13246,0,0,History,1,1
2921,6/15/2014,C,Infant W-Wear,13246,0,0,History,1,1
2922,6/22/2014,C,Infant W-Wear,13246,0,0,History,1,3
2923,6/29/2014,C,Infant W-Wear,13246,0,1,History,1,3
2924,7/6/2014,C,Infant W-Wear,13246,0,1,History,1,1
2925,7/13/2014,C,Infant W-Wear,13246,0,0,History,1,1
2926,7/20/2014,C,Infant W-Wear,13246,0,0,History,1,1
2927,7/27/2014,C,Infant W-Wear,13246,0,0,History,1,1
2928,8/3/2014,C,Infant W-Wear,13246,0,0,History,1,1
2929,8/10/2014,C,Infant W-Wear,13246,0,0,History,1,1
2930,8/17/2014,C,Infant W-Wear,13246,0,0,History,1,3
2931,8/24/2014,C,Infant W-Wear,13246,0,1,History,1,1
2932,8/31/2014,C,Infant W-Wear,13246,0,0,History,1,1
2933,9/7/2014,C,Infant W-Wear,13246,0,0,History,1,1
2934,9/14/2014,C,Infant W-Wear,13246,0,0,History,1,1
2935,9/21/2014,C,Infant W-Wear,13246,0,0,History,1,1
2936,9/28/2014,C,Infant W-Wear,13246,0,0,History,1,1
2937,10/5/2014,C,Infant W-Wear,13246,0,0,History,1,1
2938,10/12/2014,C,Infant W-Wear,13246,0,0,History,1,1
2939,10/19/2014,C,Infant W-Wear,13246,0,0,History,1,3
2940,10/26/2014,C,Infant W-Wear,13246,0,1,History,1,3
2941,11/2/2014,C,Infant W-Wear,13246,0,1,History,1,3
2942,11/9/2014,C,Infant W-Wear,13246,0,1,History,1,3
2943,11/16/2014,C,Infant W-Wear,13246,2,1,History,0,7
2944,11/23/2014,C,Infant W-Wear,13246,4,3,History,0,5
2945,11/30/2014,C,Infant W-Wear,13246,1,2,History,0,3
2946,12/7/2014,C,Infant W-Wear,13246,3,1,History,0,3
2947,12/14/2014,C,Infant W-Wear,13246,2,1,History,0,9
2948,12/21/2014,C,Infant W-Wear,13246,1,4,History,0,1
2949,12/28/2014,C,Infant W-Wear,13246,0,0,History,0,3
2950,1/4/2015,C,Infant W-Wear,13246,1,1,History,0,3
2951,1/11/2015,C,Infant W-Wear,13246,1,1,History,0,5
2952,1/18/2015,C,Infant W-Wear,13246,2,2,History,0,7
2953,1/25/2015,C,Infant W-Wear,13246,4,3,History,0,3
2954,2/1/2015,C,Infant W-Wear,13246,0,1,History,1,3
2955,2/8/2015,C,Infant W-Wear,13246,2,1,History,0,3
2956,2/15/2015,C,Infant W-Wear,13246,1,1,History,0,3
2957,2/22/2015,C,Infant W-Wear,13246,0,1,History,0,3
2958,3/1/2015,C,Infant W-Wear,13246,0,1,History,1,3
2959,3/8/2015,C,Infant W-Wear,13246,0,1,History,1,1
2960,3/15/2015,C,Infant W-Wear,13246,0,0,History,1,1
2961,3/22/2015,C,Infant W-Wear,13246,0,0,History,1,1
2962,3/29/2015,C,Infant W-Wear,13246,0,0,History,1,1
2963,4/5/2015,C,Infant W-Wear,13246,0,0,History,1,1
2964,4/12/2015,C,Infant W-Wear,13246,0,0,History,1,1
2965,4/19/2015,C,Infant W-Wear,13246,0,0,History,1,1
2966,4/26/2015,C,Infant W-Wear,13246,0,0,History,1,3
2967,5/3/2015,C,Infant W-Wear,13246,0,1,History,1,1
2968,5/10/2015,C,Infant W-Wear,13246,0,0,History,1,1
2969,5/17/2015,C,Infant W-Wear,13246,0,0,History,1,1
2970,5/24/2015,C,Infant W-Wear,13246,0,0,History,1,1
2971,5/31/2015,C,Infant W-Wear,13246,Not Available,0,Forecast,no answer,0
2972,6/7/2015,C,Infant W-Wear,13246,Not Available,0,Forecast,no answer,0
2973,6/14/2015,C,Infant W-Wear,13246,Not Available,0,Forecast,no answer,0
2974,6/21/2015,C,Infant W-Wear,13246,Not Available,1,Forecast,no answer,0
2975,6/28/2015,C,Infant W-Wear,13246,Not Available,0,Forecast,no answer,0
2976,7/5/2015,C,Infant W-Wear,13246,Not Available,0,Forecast,no answer,0
2977,7/12/2015,C,Infant W-Wear,13246,Not Available,0,Forecast,no answer,0
2978,7/19/2015,C,Infant W-Wear,13246,Not Available,0,Forecast,no answer,0
2979,7/26/2015,C,Infant W-Wear,13246,Not Available,0,Forecast,no answer,0
2980,11/10/2013,A,Infant W-Wear,13247,1,1,History,0,2
2981,11/17/2013,A,Infant W-Wear,13247,1,1,History,0,1
2982,11/24/2013,A,Infant W-Wear,13247,0,0,History,0,1
2983,12/1/2013,A,Infant W-Wear,13247,0,0,History,0,1
2984,12/8/2013,A,Infant W-Wear,13247,0,0,History,0,2
2985,12/15/2013,A,Infant W-Wear,13247,1,1,History,0,1
2986,12/22/2013,A,Infant W-Wear,13247,0,0,History,0,1
2987,12/29/2013,A,Infant W-Wear,13247,0,0,History,0,1
2988,1/5/2014,A,Infant W-Wear,13247,0,0,History,0,1
2989,1/12/2014,A,Infant W-Wear,13247,0,0,History,0,1
2990,1/19/2014,A,Infant W-Wear,13247,0,0,History,0,1
2991,1/26/2014,A,Infant W-Wear,13247,0,0,History,0,2
2992,2/2/2014,A,Infant W-Wear,13247,0,1,History,0,1
2993,2/9/2014,A,Infant W-Wear,13247,0,0,History,0,1
2994,2/16/2014,A,Infant W-Wear,13247,0,0,History,0,1
2995,2/23/2014,A,Infant W-Wear,13247,0,0,History,0,1
2996,3/2/2014,A,Infant W-Wear,13247,0,0,History,0,1
2997,3/9/2014,A,Infant W-Wear,13247,0,0,History,0,1
2998,3/16/2014,A,Infant W-Wear,13247,0,0,History,0,2
2999,3/23/2014,A,Infant W-Wear,13247,0,1,History,0,1
3000,3/30/2014,A,Infant W-Wear,13247,0,0,History,0,1
3001,4/6/2014,A,Infant W-Wear,13247,0,0,History,0,1
3002,4/13/2014,A,Infant W-Wear,13247,0,0,History,0,1
3003,4/20/2014,A,Infant W-Wear,13247,0,0,History,0,1
3004,4/27/2014,A,Infant W-Wear,13247,0,0,History,0,1
3005,5/4/2014,A,Infant W-Wear,13247,0,0,History,0,1
3006,5/11/2014,A,Infant W-Wear,13247,0,0,History,0,1
3007,5/18/2014,A,Infant W-Wear,13247,0,0,History,0,1
3008,5/25/2014,A,Infant W-Wear,13247,0,0,History,0,1
3009,6/1/2014,A,Infant W-Wear,13247,0,0,History,0,1
3010,6/8/2014,A,Infant W-Wear,13247,0,0,History,0,1
3011,6/15/2014,A,Infant W-Wear,13247,0,0,History,0,1
3012,6/22/2014,A,Infant W-Wear,13247,0,0,History,0,1
3013,6/29/2014,A,Infant W-Wear,13247,0,0,History,0,1
3014,7/6/2014,A,Infant W-Wear,13247,0,0,History,0,1
3015,7/13/2014,A,Infant W-Wear,13247,0,0,History,0,1
3016,7/20/2014,A,Infant W-Wear,13247,0,0,History,0,1
3017,7/27/2014,A,Infant W-Wear,13247,0,0,History,0,1
3018,8/3/2014,A,Infant W-Wear,13247,0,0,History,0,1
3019,8/10/2014,A,Infant W-Wear,13247,0,0,History,0,1
3020,8/17/2014,A,Infant W-Wear,13247,0,0,History,0,1
3021,8/24/2014,A,Infant W-Wear,13247,0,0,History,0,1
3022,8/31/2014,A,Infant W-Wear,13247,0,0,History,0,1
3023,9/7/2014,A,Infant W-Wear,13247,0,0,History,0,1
3024,9/14/2014,A,Infant W-Wear,13247,0,0,History,0,1
3025,9/21/2014,A,Infant W-Wear,13247,0,0,History,0,1
3026,9/28/2014,A,Infant W-Wear,13247,0,0,History,0,1
3027,10/5/2014,A,Infant W-Wear,13247,0,0,History,0,1
3028,10/12/2014,A,Infant W-Wear,13247,0,0,History,0,1
3029,10/19/2014,A,Infant W-Wear,13247,0,0,History,0,1
3030,10/26/2014,A,Infant W-Wear,13247,0,0,History,0,1
3031,11/2/2014,A,Infant W-Wear,13247,0,0,History,0,2
3032,11/9/2014,A,Infant W-Wear,13247,0,1,History,0,2
3033,11/16/2014,A,Infant W-Wear,13247,0,1,History,0,1
3034,11/23/2014,A,Infant W-Wear,13247,0,0,History,0,1
3035,11/30/2014,A,Infant W-Wear,13247,0,0,History,0,1
3036,12/7/2014,A,Infant W-Wear,13247,0,0,History,0,2
3037,12/14/2014,A,Infant W-Wear,13247,0,1,History,0,2
3038,12/21/2014,A,Infant W-Wear,13247,1,1,History,0,1
3039,12/28/2014,A,Infant W-Wear,13247,0,0,History,0,1
3040,1/4/2015,A,Infant W-Wear,13247,0,0,History,0,2
3041,1/11/2015,A,Infant W-Wear,13247,1,1,History,0,1
3042,1/18/2015,A,Infant W-Wear,13247,0,0,History,0,2
3043,1/25/2015,A,Infant W-Wear,13247,0,1,History,0,1
3044,2/1/2015,A,Infant W-Wear,13247,0,0,History,0,2
3045,2/8/2015,A,Infant W-Wear,13247,0,1,History,0,1
3046,2/15/2015,A,Infant W-Wear,13247,0,0,History,0,1
3047,2/22/2015,A,Infant W-Wear,13247,0,0,History,0,1
3048,3/1/2015,A,Infant W-Wear,13247,0,0,History,0,1
3049,3/8/2015,A,Infant W-Wear,13247,0,0,History,0,1
3050,3/15/2015,A,Infant W-Wear,13247,0,0,History,0,1
3051,3/22/2015,A,Infant W-Wear,13247,0,0,History,0,1
3052,3/29/2015,A,Infant W-Wear,13247,0,0,History,0,1
3053,4/5/2015,A,Infant W-Wear,13247,0,0,History,0,1
3054,4/12/2015,A,Infant W-Wear,13247,0,0,History,0,1
3055,4/19/2015,A,Infant W-Wear,13247,0,0,History,0,1
3056,4/26/2015,A,Infant W-Wear,13247,0,0,History,0,1
3057,5/3/2015,A,Infant W-Wear,13247,0,0,History,0,1
3058,5/10/2015,A,Infant W-Wear,13247,0,0,History,0,1
3059,5/17/2015,A,Infant W-Wear,13247,0,0,History,0,1
3060,5/24/2015,A,Infant W-Wear,13247,0,0,History,0,1
3061,5/31/2015,A,Infant W-Wear,13247,Not Available,0,Forecast,no answer,1
3062,6/7/2015,A,Infant W-Wear,13247,Not Available,0,Forecast,no answer,1
3063,6/14/2015,A,Infant W-Wear,13247,Not Available,0,Forecast,no answer,1
3064,6/21/2015,A,Infant W-Wear,13247,Not Available,0,Forecast,no answer,1
3065,6/28/2015,A,Infant W-Wear,13247,Not Available,0,Forecast,no answer,1
3066,7/5/2015,A,Infant W-Wear,13247,Not Available,0,Forecast,no answer,1
3067,7/12/2015,A,Infant W-Wear,13247,Not Available,0,Forecast,no answer,1
3068,7/19/2015,A,Infant W-Wear,13247,Not Available,0,Forecast,no answer,1
3069,7/26/2015,A,Infant W-Wear,13247,Not Available,0,Forecast,no answer,1
3070,7/28/2013,A,Infant W-Wear,13248,0,0,History,0,1
