,Date of Sale,City,Department,Product,Sale,Predicted Sale,Flag,Out of Stock,Buffer Stock
3287,12/14/2014,A,Infant W-Wear,26947,11,8,History,0,8
3288,12/21/2014,A,Infant W-Wear,26947,7,6,History,0,14
3289,12/28/2014,A,Infant W-Wear,26947,7,11,History,0,6
3290,01/04/2015,A,Infant W-Wear,26947,7,4,History,0,8
3291,01/11/2015,A,Infant W-Wear,26947,1,6,History,1,8
3292,1/18/2015,A,Infant W-Wear,26947,3,6,History,0,1
3293,1/25/2015,A,Infant W-Wear,26947,2,0,History,0,9
3294,02/01/2015,A,Infant W-Wear,26947,4,7,History,0,1
3295,02/08/2015,A,Infant W-Wear,26947,1,0,History,0,2
3296,2/15/2015,A,Infant W-Wear,26947,1,1,History,0,4
3297,2/22/2015,A,Infant W-Wear,26947,0,2,History,1,2
3298,03/01/2015,A,Infant W-Wear,26947,0,1,History,0,1
3299,03/08/2015,A,Infant W-Wear,26947,0,0,History,0,2
3300,3/15/2015,A,Infant W-Wear,26947,0,1,History,0,1
3301,3/22/2015,A,Infant W-Wear,26947,0,0,History,0,1
3302,3/29/2015,A,Infant W-Wear,26947,0,0,History,0,1
3303,04/05/2015,A,Infant W-Wear,26947,0,0,History,0,1
3304,04/12/2015,A,Infant W-Wear,26947,0,0,History,0,1
3305,4/19/2015,A,Infant W-Wear,26947,0,0,History,0,1
3306,4/26/2015,A,Infant W-Wear,26947,0,0,History,0,2
3307,05/03/2015,A,Infant W-Wear,26947,0,1,History,0,1
3308,05/10/2015,A,Infant W-Wear,26947,0,0,History,0,1
3309,5/17/2015,A,Infant W-Wear,26947,0,0,History,0,1
3310,5/24/2015,A,Infant W-Wear,26947,0,0,History,0,1
3311,5/31/2015,A,Infant W-Wear,26947,Not Available,0,Forecast,no answer,0
3312,06/07/2015,A,Infant W-Wear,26947,Not Available,0,Forecast,no answer,0
3313,6/14/2015,A,Infant W-Wear,26947,Not Available,0,Forecast,no answer,0
3314,6/21/2015,A,Infant W-Wear,26947,Not Available,1,Forecast,no answer,0
3315,6/28/2015,A,Infant W-Wear,26947,Not Available,0,Forecast,no answer,0
3316,07/05/2015,A,Infant W-Wear,26947,Not Available,0,Forecast,no answer,0
3317,07/12/2015,A,Infant W-Wear,26947,Not Available,0,Forecast,no answer,0
3318,7/19/2015,A,Infant W-Wear,26947,Not Available,0,Forecast,no answer,0
3319,7/26/2015,A,Infant W-Wear,26947,Not Available,0,Forecast,no answer,0
3320,10/12/2014,B,Infant W-Wear,26947,4,4,History,0,1
3321,10/19/2014,B,Infant W-Wear,26947,1,1,History,0,1
3322,10/26/2014,B,Infant W-Wear,26947,1,1,History,0,1
3323,11/02/2014,B,Infant W-Wear,26947,1,1,History,0,1
3324,11/09/2014,B,Infant W-Wear,26947,0,0,History,0,1
3325,11/16/2014,B,Infant W-Wear,26947,7,7,History,0,2
3326,11/23/2014,B,Infant W-Wear,26947,16,16,History,0,1
3327,11/30/2014,B,Infant W-Wear,26947,8,6,History,0,1
3328,12/07/2014,B,Infant W-Wear,26947,6,4,History,0,1
3329,12/14/2014,B,Infant W-Wear,26947,3,2,History,1,1
3330,12/21/2014,B,Infant W-Wear,26947,5,4,History,0,1
3331,12/28/2014,B,Infant W-Wear,26947,0,1,History,1,1
3332,01/04/2015,B,Infant W-Wear,26947,5,7,History,0,2
3333,01/11/2015,B,Infant W-Wear,26947,3,16,History,0,1
3334,1/18/2015,B,Infant W-Wear,26947,6,8,History,0,1
3335,1/25/2015,B,Infant W-Wear,26947,4,5,History,0,1
3336,02/01/2015,B,Infant W-Wear,26947,4,2,History,0,1
3337,02/08/2015,B,Infant W-Wear,26947,2,4,History,0,1
3338,2/15/2015,B,Infant W-Wear,26947,0,0,History,1,1
3339,2/22/2015,B,Infant W-Wear,26947,0,4,History,0,1
3340,03/01/2015,B,Infant W-Wear,26947,0,2,History,0,1
3341,03/08/2015,B,Infant W-Wear,26947,0,5,History,0,1
3342,3/15/2015,B,Infant W-Wear,26947,0,3,History,0,1
3343,3/22/2015,B,Infant W-Wear,26947,0,2,History,0,1
3344,3/29/2015,B,Infant W-Wear,26947,0,0,History,0,1
3345,04/05/2015,B,Infant W-Wear,26947,0,0,History,0,1
3346,04/12/2015,B,Infant W-Wear,26947,0,0,History,0,1
3347,4/19/2015,B,Infant W-Wear,26947,0,0,History,0,1
3348,4/26/2015,B,Infant W-Wear,26947,0,0,History,0,1
3349,05/03/2015,B,Infant W-Wear,26947,0,0,History,0,1
3350,05/10/2015,B,Infant W-Wear,26947,0,0,History,0,1
3351,5/17/2015,B,Infant W-Wear,26947,0,0,History,0,1
3352,5/24/2015,B,Infant W-Wear,26947,0,0,History,1,1
3353,5/31/2015,B,Infant W-Wear,26947,Not Available,0,Forecast,no answer,0
3354,06/07/2015,B,Infant W-Wear,26947,Not Available,0,Forecast,no answer,0
3355,6/14/2015,B,Infant W-Wear,26947,Not Available,0,Forecast,no answer,0
3356,6/21/2015,B,Infant W-Wear,26947,Not Available,0,Forecast,no answer,0
3357,6/28/2015,B,Infant W-Wear,26947,Not Available,0,Forecast,no answer,0
3358,07/05/2015,B,Infant W-Wear,26947,Not Available,0,Forecast,no answer,0
3359,07/12/2015,B,Infant W-Wear,26947,Not Available,0,Forecast,no answer,0
3360,7/19/2015,B,Infant W-Wear,26947,Not Available,0,Forecast,no answer,0
3361,7/26/2015,B,Infant W-Wear,26947,Not Available,0,Forecast,no answer,0
3362,7/28/2013,C,Infant W-Wear,26947,0,0,History,0,6
3363,08/04/2013,C,Infant W-Wear,26947,0,2,History,0,1
3364,08/11/2013,C,Infant W-Wear,26947,0,0,History,0,1
3365,8/18/2013,C,Infant W-Wear,26947,0,0,History,0,4
3366,8/25/2013,C,Infant W-Wear,26947,0,1,History,0,1
3367,09/01/2013,C,Infant W-Wear,26947,0,0,History,0,1
3368,09/08/2013,C,Infant W-Wear,26947,0,0,History,0,1
3369,9/15/2013,C,Infant W-Wear,26947,0,0,History,0,4
3370,9/22/2013,C,Infant W-Wear,26947,0,1,History,0,1
3371,9/29/2013,C,Infant W-Wear,26947,0,0,History,0,4
3372,10/06/2013,C,Infant W-Wear,26947,1,1,History,0,6
3373,10/13/2013,C,Infant W-Wear,26947,2,2,History,0,13
3374,10/20/2013,C,Infant W-Wear,26947,8,5,History,0,13
3375,10/27/2013,C,Infant W-Wear,26947,7,5,History,0,17
3376,11/03/2013,C,Infant W-Wear,26947,10,7,History,0,17
3377,11/10/2013,C,Infant W-Wear,26947,6,7,History,0,15
3378,11/17/2013,C,Infant W-Wear,26947,5,6,History,0,17
3379,11/24/2013,C,Infant W-Wear,26947,10,7,History,0,10
3380,12/01/2013,C,Infant W-Wear,26947,2,4,History,1,10
3381,12/08/2013,C,Infant W-Wear,26947,4,4,History,0,6
3382,12/15/2013,C,Infant W-Wear,26947,2,2,History,0,10
3383,12/22/2013,C,Infant W-Wear,26947,4,4,History,0,13
3384,12/29/2013,C,Infant W-Wear,26947,4,5,History,0,8
3385,01/05/2014,C,Infant W-Wear,26947,1,3,History,1,8
3386,01/12/2014,C,Infant W-Wear,26947,1,3,History,0,10
3387,1/19/2014,C,Infant W-Wear,26947,1,4,History,0,6
3388,1/26/2014,C,Infant W-Wear,26947,1,2,History,0,1
3389,02/02/2014,C,Infant W-Wear,26947,0,0,History,0,8
3390,02/09/2014,C,Infant W-Wear,26947,2,3,History,0,8
3391,2/16/2014,C,Infant W-Wear,26947,5,3,History,0,10
3392,2/23/2014,C,Infant W-Wear,26947,7,4,History,0,6
3393,03/02/2014,C,Infant W-Wear,26947,0,2,History,1,4
3394,03/09/2014,C,Infant W-Wear,26947,0,1,History,0,1
3395,3/16/2014,C,Infant W-Wear,26947,0,0,History,0,1
3396,3/23/2014,C,Infant W-Wear,26947,0,0,History,0,4
3397,3/30/2014,C,Infant W-Wear,26947,0,1,History,0,4
3398,04/06/2014,C,Infant W-Wear,26947,0,1,History,0,1
3399,4/13/2014,C,Infant W-Wear,26947,0,0,History,0,1
3400,4/20/2014,C,Infant W-Wear,26947,0,0,History,0,1
3401,4/27/2014,C,Infant W-Wear,26947,0,0,History,0,1
3402,05/04/2014,C,Infant W-Wear,26947,0,0,History,0,1
3403,05/11/2014,C,Infant W-Wear,26947,0,0,History,0,1
3404,5/18/2014,C,Infant W-Wear,26947,0,0,History,0,4
3405,5/25/2014,C,Infant W-Wear,26947,0,1,History,0,1
3406,06/01/2014,C,Infant W-Wear,26947,0,0,History,0,1
3407,06/08/2014,C,Infant W-Wear,26947,0,0,History,0,1
3408,6/15/2014,C,Infant W-Wear,26947,0,0,History,0,1
3409,6/22/2014,C,Infant W-Wear,26947,0,0,History,0,1
3410,6/29/2014,C,Infant W-Wear,26947,0,0,History,0,1
3411,07/06/2014,C,Infant W-Wear,26947,0,0,History,0,4
3412,7/13/2014,C,Infant W-Wear,26947,0,1,History,0,1
3413,7/20/2014,C,Infant W-Wear,26947,0,0,History,0,1
3414,7/27/2014,C,Infant W-Wear,26947,0,0,History,0,1
3415,08/03/2014,C,Infant W-Wear,26947,0,0,History,0,1
3416,08/10/2014,C,Infant W-Wear,26947,0,0,History,0,1
3417,8/17/2014,C,Infant W-Wear,26947,0,0,History,0,1
3418,8/24/2014,C,Infant W-Wear,26947,0,0,History,0,1
3419,8/31/2014,C,Infant W-Wear,26947,0,0,History,0,1
3420,09/07/2014,C,Infant W-Wear,26947,0,0,History,0,1
3421,9/14/2014,C,Infant W-Wear,26947,0,0,History,0,1
3422,9/21/2014,C,Infant W-Wear,26947,0,0,History,0,1
3423,9/28/2014,C,Infant W-Wear,26947,0,0,History,0,4
3424,10/05/2014,C,Infant W-Wear,26947,1,1,History,0,4
3425,10/12/2014,C,Infant W-Wear,26947,1,1,History,0,13
3426,10/19/2014,C,Infant W-Wear,26947,2,5,History,0,8
3427,10/26/2014,C,Infant W-Wear,26947,1,3,History,0,10
3428,11/02/2014,C,Infant W-Wear,26947,1,4,History,0,4
3429,11/09/2014,C,Infant W-Wear,26947,2,1,History,0,10
3430,11/16/2014,C,Infant W-Wear,26947,6,4,History,0,20
3431,11/23/2014,C,Infant W-Wear,26947,7,8,History,0,10
3432,11/30/2014,C,Infant W-Wear,26947,3,4,History,1,6
3433,12/07/2014,C,Infant W-Wear,26947,4,2,History,0,4
3434,12/14/2014,C,Infant W-Wear,26947,2,1,History,0,6
3435,12/21/2014,C,Infant W-Wear,26947,2,2,History,0,8
3436,12/28/2014,C,Infant W-Wear,26947,4,3,History,0,8
3437,01/04/2015,C,Infant W-Wear,26947,5,3,History,0,8
3438,01/11/2015,C,Infant W-Wear,26947,5,3,History,0,15
3439,1/18/2015,C,Infant W-Wear,26947,5,6,History,0,8
3440,1/25/2015,C,Infant W-Wear,26947,6,3,History,0,1
3441,02/01/2015,C,Infant W-Wear,26947,1,0,History,1,6
3442,02/08/2015,C,Infant W-Wear,26947,4,2,History,0,6
3443,2/15/2015,C,Infant W-Wear,26947,0,2,History,0,8
3444,2/22/2015,C,Infant W-Wear,26947,2,3,History,0,1
3445,03/01/2015,C,Infant W-Wear,26947,0,0,History,0,1
3446,03/08/2015,C,Infant W-Wear,26947,0,0,History,0,4
3447,3/15/2015,C,Infant W-Wear,26947,0,1,History,0,1
3448,3/22/2015,C,Infant W-Wear,26947,0,0,History,0,1
3449,3/29/2015,C,Infant W-Wear,26947,0,0,History,0,1
3450,04/05/2015,C,Infant W-Wear,26947,0,0,History,0,4
3451,04/12/2015,C,Infant W-Wear,26947,0,1,History,0,4
3452,4/19/2015,C,Infant W-Wear,26947,0,1,History,0,1
3453,4/26/2015,C,Infant W-Wear,26947,0,0,History,0,4
3454,05/03/2015,C,Infant W-Wear,26947,0,1,History,0,1
3455,05/10/2015,C,Infant W-Wear,26947,0,0,History,0,1
3456,5/17/2015,C,Infant W-Wear,26947,0,0,History,0,1
3457,5/24/2015,C,Infant W-Wear,26947,0,0,History,0,1
3458,5/31/2015,C,Infant W-Wear,26947,Not Available,1,Forecast,no answer,0
3459,06/07/2015,C,Infant W-Wear,26947,Not Available,1,Forecast,no answer,0
3460,6/14/2015,C,Infant W-Wear,26947,Not Available,0,Forecast,no answer,0
3461,6/21/2015,C,Infant W-Wear,26947,Not Available,1,Forecast,no answer,0
3462,6/28/2015,C,Infant W-Wear,26947,Not Available,0,Forecast,no answer,0
3463,07/05/2015,C,Infant W-Wear,26947,Not Available,0,Forecast,no answer,0
3464,07/12/2015,C,Infant W-Wear,26947,Not Available,0,Forecast,no answer,0
3465,7/19/2015,C,Infant W-Wear,26947,Not Available,1,Forecast,no answer,0
3466,7/26/2015,C,Infant W-Wear,26947,Not Available,1,Forecast,no answer,0
3467,7/28/2013,A,Ladies Lower,15663,3,2,History,0,3
3468,08/04/2013,A,Ladies Lower,15663,5,2,History,0,3
3469,08/11/2013,A,Ladies Lower,15663,4,3,History,0,4
3470,8/18/2013,A,Ladies Lower,15663,4,4,History,0,4
3471,8/25/2013,A,Ladies Lower,15663,4,4,History,0,4
3472,09/01/2013,A,Ladies Lower,15663,7,4,History,0,4
3473,09/08/2013,A,Ladies Lower,15663,5,5,History,0,4
3474,9/15/2013,A,Ladies Lower,15663,3,5,History,0,4
3475,9/22/2013,A,Ladies Lower,15663,1,5,History,1,3
3476,9/29/2013,A,Ladies Lower,15663,2,3,History,0,3
3477,10/06/2013,A,Ladies Lower,15663,0,2,History,1,2
3478,10/13/2013,A,Ladies Lower,15663,1,1,History,0,2
3479,10/20/2013,A,Ladies Lower,15663,2,1,History,0,2
3480,10/27/2013,A,Ladies Lower,15663,9,1,History,0,4
3481,11/03/2013,A,Ladies Lower,15663,0,4,History,0,4
3482,11/10/2013,A,Ladies Lower,15663,2,4,History,0,4
3483,11/17/2013,A,Ladies Lower,15663,1,4,History,0,2
3484,11/24/2013,A,Ladies Lower,15663,0,1,History,1,2
3485,12/01/2013,A,Ladies Lower,15663,2,1,History,0,2
3486,12/08/2013,A,Ladies Lower,15663,1,1,History,0,2
3487,12/15/2013,A,Ladies Lower,15663,3,1,History,0,3
3488,12/22/2013,A,Ladies Lower,15663,4,2,History,0,3
3489,12/29/2013,A,Ladies Lower,15663,2,3,History,0,3
3490,01/05/2014,A,Ladies Lower,15663,1,3,History,1,3
3491,01/12/2014,A,Ladies Lower,15663,1,2,History,0,2
3492,1/19/2014,A,Ladies Lower,15663,0,1,History,0,2
3493,1/26/2014,A,Ladies Lower,15663,3,1,History,0,2
3494,02/02/2014,A,Ladies Lower,15663,1,1,History,0,2
3495,02/09/2014,A,Ladies Lower,15663,1,1,History,1,3
3496,2/16/2014,A,Ladies Lower,15663,2,2,History,0,2
3497,2/23/2014,A,Ladies Lower,15663,1,1,History,0,2
3498,03/02/2014,A,Ladies Lower,15663,0,1,History,0,2
3499,03/09/2014,A,Ladies Lower,15663,3,1,History,0,2
3500,3/16/2014,A,Ladies Lower,15663,3,1,History,0,3
3501,3/23/2014,A,Ladies Lower,15663,1,2,History,1,3
3502,3/30/2014,A,Ladies Lower,15663,4,2,History,0,3
3503,04/06/2014,A,Ladies Lower,15663,3,3,History,0,3
3504,4/13/2014,A,Ladies Lower,15663,1,3,History,0,3
3505,4/20/2014,A,Ladies Lower,15663,0,3,History,1,2
3506,4/27/2014,A,Ladies Lower,15663,0,1,History,0,2
3507,05/04/2014,A,Ladies Lower,15663,2,1,History,0,2
3508,05/11/2014,A,Ladies Lower,15663,3,1,History,0,3
3509,5/18/2014,A,Ladies Lower,15663,3,2,History,0,3
3510,5/25/2014,A,Ladies Lower,15663,1,3,History,1,3
3511,06/01/2014,A,Ladies Lower,15663,2,2,History,0,3
3512,06/08/2014,A,Ladies Lower,15663,2,2,History,0,3
3513,6/15/2014,A,Ladies Lower,15663,2,2,History,0,3
3514,6/22/2014,A,Ladies Lower,15663,2,2,History,0,3
3515,6/29/2014,A,Ladies Lower,15663,1,2,History,0,3
3516,07/06/2014,A,Ladies Lower,15663,4,2,History,0,3
3517,7/13/2014,A,Ladies Lower,15663,1,2,History,0,3
3518,7/20/2014,A,Ladies Lower,15663,4,2,History,0,3
3519,7/27/2014,A,Ladies Lower,15663,1,3,History,0,3
3520,08/03/2014,A,Ladies Lower,15663,1,2,History,0,3
3521,08/10/2014,A,Ladies Lower,15663,4,2,History,0,3
3522,8/17/2014,A,Ladies Lower,15663,0,2,History,0,3
3523,8/24/2014,A,Ladies Lower,15663,3,2,History,0,3
3524,8/31/2014,A,Ladies Lower,15663,0,2,History,0,2
3525,09/07/2014,A,Ladies Lower,15663,0,1,History,0,2
3526,9/14/2014,A,Ladies Lower,15663,0,1,History,0,1
3527,9/21/2014,A,Ladies Lower,15663,1,0,History,0,2
3528,9/28/2014,A,Ladies Lower,15663,0,1,History,0,2
3529,10/05/2014,A,Ladies Lower,15663,2,1,History,0,2
3530,10/12/2014,A,Ladies Lower,15663,0,1,History,0,2
3531,10/19/2014,A,Ladies Lower,15663,8,1,History,0,3
3532,10/26/2014,A,Ladies Lower,15663,3,3,History,0,4
3533,11/02/2014,A,Ladies Lower,15663,1,4,History,1,4
3534,11/09/2014,A,Ladies Lower,15663,1,4,History,0,3
3535,11/16/2014,A,Ladies Lower,15663,0,2,History,1,2
3536,11/23/2014,A,Ladies Lower,15663,0,1,History,0,2
3537,11/30/2014,A,Ladies Lower,15663,0,1,History,0,1
3538,12/07/2014,A,Ladies Lower,15663,1,0,History,0,2
3539,12/14/2014,A,Ladies Lower,15663,2,1,History,0,2
3540,12/21/2014,A,Ladies Lower,15663,3,1,History,0,3
3541,12/28/2014,A,Ladies Lower,15663,3,2,History,0,3
3542,01/04/2015,A,Ladies Lower,15663,3,3,History,0,3
3543,01/11/2015,A,Ladies Lower,15663,0,3,History,1,3
3544,1/18/2015,A,Ladies Lower,15663,0,2,History,0,2
3545,1/25/2015,A,Ladies Lower,15663,7,1,History,0,3
3546,02/01/2015,A,Ladies Lower,15663,1,2,History,0,3
3547,02/08/2015,A,Ladies Lower,15663,0,3,History,1,3
3548,2/15/2015,A,Ladies Lower,15663,1,3,History,0,2
3549,2/22/2015,A,Ladies Lower,15663,3,1,History,0,2
3550,03/01/2015,A,Ladies Lower,15663,15,1,History,0,5
3551,03/08/2015,A,Ladies Lower,15663,3,6,History,0,6
3552,3/15/2015,A,Ladies Lower,15663,6,7,History,0,6
3553,3/22/2015,A,Ladies Lower,15663,6,8,History,0,4
3554,3/29/2015,A,Ladies Lower,15663,5,5,History,0,5
3555,04/05/2015,A,Ladies Lower,15663,3,6,History,1,4
3556,04/12/2015,A,Ladies Lower,15663,5,5,History,0,4
3557,4/19/2015,A,Ladies Lower,15663,2,4,History,0,3
3558,4/26/2015,A,Ladies Lower,15663,0,3,History,0,3
3559,05/03/2015,A,Ladies Lower,15663,9,2,History,0,4
3560,05/10/2015,A,Ladies Lower,15663,6,4,History,0,4
3561,5/17/2015,A,Ladies Lower,15663,8,5,History,0,6
3562,5/24/2015,A,Ladies Lower,15663,8,8,History,0,1
3563,5/31/2015,A,Ladies Lower,15663,Not Available,7,Forecast,no answer,0
3564,06/07/2015,A,Ladies Lower,15663,Not Available,8,Forecast,no answer,0
3565,6/14/2015,A,Ladies Lower,15663,Not Available,8,Forecast,no answer,0
3566,6/21/2015,A,Ladies Lower,15663,Not Available,8,Forecast,no answer,0
3567,6/28/2015,A,Ladies Lower,15663,Not Available,8,Forecast,no answer,0
3568,07/05/2015,A,Ladies Lower,15663,Not Available,8,Forecast,no answer,0
3569,07/12/2015,A,Ladies Lower,15663,Not Available,8,Forecast,no answer,0
3570,7/19/2015,A,Ladies Lower,15663,Not Available,8,Forecast,no answer,0
3571,7/26/2015,A,Ladies Lower,15663,Not Available,8,Forecast,no answer,0
3572,9/28/2014,B,Ladies Lower,15663,2,2,History,0,1
3573,10/05/2014,B,Ladies Lower,15663,1,1,History,0,1
3574,10/12/2014,B,Ladies Lower,15663,1,1,History,0,1
3575,10/19/2014,B,Ladies Lower,15663,7,7,History,0,1
3576,10/26/2014,B,Ladies Lower,15663,1,1,History,0,1
3577,11/02/2014,B,Ladies Lower,15663,7,7,History,0,1
3578,11/09/2014,B,Ladies Lower,15663,1,1,History,0,1
3579,11/16/2014,B,Ladies Lower,15663,7,7,History,0,1
3580,11/23/2014,B,Ladies Lower,15663,4,4,History,0,1
3581,11/30/2014,B,Ladies Lower,15663,1,1,History,1,1
3582,12/07/2014,B,Ladies Lower,15663,3,5,History,0,1
3583,12/14/2014,B,Ladies Lower,15663,2,1,History,0,1
3584,12/21/2014,B,Ladies Lower,15663,6,6,History,0,1
3585,12/28/2014,B,Ladies Lower,15663,3,1,History,0,1
3586,01/04/2015,B,Ladies Lower,15663,1,7,History,1,1
3587,01/11/2015,B,Ladies Lower,15663,2,3,History,0,1
3588,1/18/2015,B,Ladies Lower,15663,1,0,History,0,1
3589,1/25/2015,B,Ladies Lower,15663,1,4,History,0,1
3590,02/01/2015,B,Ladies Lower,15663,1,0,History,0,1
3591,02/08/2015,B,Ladies Lower,15663,1,6,History,0,1
3592,2/15/2015,B,Ladies Lower,15663,2,0,History,0,1
3593,2/22/2015,B,Ladies Lower,15663,9,5,History,0,1
3594,03/01/2015,B,Ladies Lower,15663,27,3,History,0,1
3595,03/08/2015,B,Ladies Lower,15663,21,4,History,0,2
3596,3/15/2015,B,Ladies Lower,15663,2,11,History,1,1
3597,3/22/2015,B,Ladies Lower,15663,5,6,History,0,2
3598,3/29/2015,B,Ladies Lower,15663,13,11,History,0,1
3599,04/05/2015,B,Ladies Lower,15663,10,6,History,0,2
3600,04/12/2015,B,Ladies Lower,15663,9,13,History,0,2
3601,4/19/2015,B,Ladies Lower,15663,7,11,History,0,1
3602,4/26/2015,B,Ladies Lower,15663,5,7,History,1,1
3603,05/03/2015,B,Ladies Lower,15663,8,8,History,0,1
3604,05/10/2015,B,Ladies Lower,15663,20,5,History,0,2
3605,5/17/2015,B,Ladies Lower,15663,8,13,History,0,1
3606,5/24/2015,B,Ladies Lower,15663,10,7,History,0,1
3607,5/31/2015,B,Ladies Lower,15663,Not Available,13,Forecast,no answer,0
3608,06/07/2015,B,Ladies Lower,15663,Not Available,12,Forecast,no answer,0
3609,6/14/2015,B,Ladies Lower,15663,Not Available,9,Forecast,no answer,0
3610,6/21/2015,B,Ladies Lower,15663,Not Available,11,Forecast,no answer,0
3611,6/28/2015,B,Ladies Lower,15663,Not Available,9,Forecast,no answer,0
3612,07/05/2015,B,Ladies Lower,15663,Not Available,13,Forecast,no answer,0
3613,07/12/2015,B,Ladies Lower,15663,Not Available,8,Forecast,no answer,0
3614,7/19/2015,B,Ladies Lower,15663,Not Available,13,Forecast,no answer,0
3615,7/26/2015,B,Ladies Lower,15663,Not Available,12,Forecast,no answer,0
3616,7/28/2013,C,Ladies Lower,15663,1,1,History,0,4
3617,08/04/2013,C,Ladies Lower,15663,1,1,History,0,8
3618,08/11/2013,C,Ladies Lower,15663,3,3,History,0,4
3619,8/18/2013,C,Ladies Lower,15663,1,1,History,0,1
3620,8/25/2013,C,Ladies Lower,15663,0,0,History,1,4
3621,09/01/2013,C,Ladies Lower,15663,0,1,History,0,1
3622,09/08/2013,C,Ladies Lower,15663,0,0,History,0,4
3623,9/15/2013,C,Ladies Lower,15663,1,1,History,0,1
3624,9/22/2013,C,Ladies Lower,15663,0,0,History,0,4
3625,9/29/2013,C,Ladies Lower,15663,0,1,History,0,1
3626,10/06/2013,C,Ladies Lower,15663,0,0,History,0,4
3627,10/13/2013,C,Ladies Lower,15663,0,1,History,0,6
3628,10/20/2013,C,Ladies Lower,15663,2,2,History,0,4
3629,10/27/2013,C,Ladies Lower,15663,2,1,History,0,4
3630,11/03/2013,C,Ladies Lower,15663,0,1,History,1,4
3631,11/10/2013,C,Ladies Lower,15663,0,1,History,0,4
3632,11/17/2013,C,Ladies Lower,15663,0,1,History,0,1
3633,11/24/2013,C,Ladies Lower,15663,0,0,History,0,1
3634,12/01/2013,C,Ladies Lower,15663,0,0,History,0,1
3635,12/08/2013,C,Ladies Lower,15663,0,0,History,0,1
3636,12/15/2013,C,Ladies Lower,15663,0,0,History,0,1
3637,12/22/2013,C,Ladies Lower,15663,0,0,History,0,4
3638,12/29/2013,C,Ladies Lower,15663,2,1,History,0,4
3639,01/05/2014,C,Ladies Lower,15663,0,1,History,0,4
3640,01/12/2014,C,Ladies Lower,15663,0,1,History,0,1
3641,1/19/2014,C,Ladies Lower,15663,0,0,History,0,4
3642,1/26/2014,C,Ladies Lower,15663,1,1,History,0,4
3643,02/02/2014,C,Ladies Lower,15663,1,1,History,0,1
3644,02/09/2014,C,Ladies Lower,15663,0,0,History,0,6
3645,2/16/2014,C,Ladies Lower,15663,2,2,History,0,4
3646,2/23/2014,C,Ladies Lower,15663,1,1,History,0,6
3647,03/02/2014,C,Ladies Lower,15663,0,2,History,1,1
3648,03/09/2014,C,Ladies Lower,15663,0,0,History,0,6
3649,3/16/2014,C,Ladies Lower,15663,0,2,History,0,4
3650,3/23/2014,C,Ladies Lower,15663,1,1,History,0,1
3651,3/30/2014,C,Ladies Lower,15663,0,0,History,0,4
3652,04/06/2014,C,Ladies Lower,15663,0,1,History,0,4
3653,4/13/2014,C,Ladies Lower,15663,0,1,History,0,4
3654,4/20/2014,C,Ladies Lower,15663,1,1,History,0,4
3655,4/27/2014,C,Ladies Lower,15663,2,1,History,0,4
3656,05/04/2014,C,Ladies Lower,15663,0,1,History,1,1
3657,05/11/2014,C,Ladies Lower,15663,0,0,History,0,1
3658,5/18/2014,C,Ladies Lower,15663,0,0,History,0,6
3659,5/25/2014,C,Ladies Lower,15663,2,2,History,0,6
3660,06/01/2014,C,Ladies Lower,15663,3,2,History,0,4
3661,06/08/2014,C,Ladies Lower,15663,1,1,History,0,4
3662,6/15/2014,C,Ladies Lower,15663,0,1,History,1,4
3663,6/22/2014,C,Ladies Lower,15663,3,1,History,0,1
3664,6/29/2014,C,Ladies Lower,15663,0,0,History,0,1
3665,07/06/2014,C,Ladies Lower,15663,1,0,History,0,4
3666,7/13/2014,C,Ladies Lower,15663,1,1,History,0,4
3667,7/20/2014,C,Ladies Lower,15663,1,1,History,0,4
3668,7/27/2014,C,Ladies Lower,15663,1,1,History,0,1
3669,08/03/2014,C,Ladies Lower,15663,0,0,History,1,6
3670,08/10/2014,C,Ladies Lower,15663,1,2,History,0,1
3671,8/17/2014,C,Ladies Lower,15663,0,0,History,0,1
3672,8/24/2014,C,Ladies Lower,15663,0,0,History,0,4
3673,8/31/2014,C,Ladies Lower,15663,1,1,History,0,1
3674,09/07/2014,C,Ladies Lower,15663,0,0,History,0,1
3675,9/14/2014,C,Ladies Lower,15663,0,0,History,0,1
3676,9/21/2014,C,Ladies Lower,15663,0,0,History,0,1
3677,9/28/2014,C,Ladies Lower,15663,0,0,History,0,1
3678,10/05/2014,C,Ladies Lower,15663,0,0,History,0,4
3679,10/12/2014,C,Ladies Lower,15663,2,1,History,0,6
3680,10/19/2014,C,Ladies Lower,15663,2,2,History,0,6
3681,10/26/2014,C,Ladies Lower,15663,1,2,History,1,1
3682,11/02/2014,C,Ladies Lower,15663,1,0,History,0,1
3683,11/09/2014,C,Ladies Lower,15663,0,0,History,1,1
3684,11/16/2014,C,Ladies Lower,15663,0,0,History,0,1
3685,11/23/2014,C,Ladies Lower,15663,0,0,History,0,4
3686,11/30/2014,C,Ladies Lower,15663,0,1,History,0,1
3687,12/07/2014,C,Ladies Lower,15663,0,0,History,0,4
3688,12/14/2014,C,Ladies Lower,15663,0,1,History,0,1
3689,12/21/2014,C,Ladies Lower,15663,0,0,History,0,4
3690,12/28/2014,C,Ladies Lower,15663,0,1,History,0,1
3691,01/04/2015,C,Ladies Lower,15663,0,0,History,0,4
3692,01/11/2015,C,Ladies Lower,15663,2,1,History,0,4
