Date of Sale,City,Department,Product,Sale,Predicted Sale,Flag
3/22/2015,B,Home Furnishing,17516,0,11,History
3/29/2015,B,Home Furnishing,17516,0,1,History
4/5/2015,B,Home Furnishing,17516,2,0,History
4/12/2015,B,Home Furnishing,17516,1,1,History
4/19/2015,B,Home Furnishing,17516,3,1,History
4/26/2015,B,Home Furnishing,17516,0,2,History
5/3/2015,B,Home Furnishing,17516,1,1,History
5/10/2015,B,Home Furnishing,17516,0,1,History
5/17/2015,B,Home Furnishing,17516,0,1,History
5/24/2015,B,Home Furnishing,17516,3,1,History
5/31/2015,B,Home Furnishing,17516,Not Available,1,Forecast
6/7/2015,B,Home Furnishing,17516,Not Available,1,Forecast
6/14/2015,B,Home Furnishing,17516,Not Available,2,Forecast
6/21/2015,B,Home Furnishing,17516,Not Available,1,Forecast
6/28/2015,B,Home Furnishing,17516,Not Available,1,Forecast
7/5/2015,B,Home Furnishing,17516,Not Available,2,Forecast
7/12/2015,B,Home Furnishing,17516,Not Available,1,Forecast
7/19/2015,B,Home Furnishing,17516,Not Available,2,Forecast
7/26/2015,B,Home Furnishing,17516,Not Available,2,Forecast
7/28/2013,C,Home Furnishing,17516,1,0,History
8/4/2013,C,Home Furnishing,17516,2,1,History
8/11/2013,C,Home Furnishing,17516,27,0,History
8/18/2013,C,Home Furnishing,17516,0,3,History
8/25/2013,C,Home Furnishing,17516,0,3,History
9/1/2013,C,Home Furnishing,17516,0,2,History
9/8/2013,C,Home Furnishing,17516,0,2,History
9/15/2013,C,Home Furnishing,17516,1,1,History
9/22/2013,C,Home Furnishing,17516,3,3,History
9/29/2013,C,Home Furnishing,17516,1,4,History
10/6/2013,C,Home Furnishing,17516,0,2,History
10/13/2013,C,Home Furnishing,17516,1,2,History
10/20/2013,C,Home Furnishing,17516,2,1,History
10/27/2013,C,Home Furnishing,17516,2,1,History
11/3/2013,C,Home Furnishing,17516,1,0,History
11/10/2013,C,Home Furnishing,17516,0,2,History
11/17/2013,C,Home Furnishing,17516,4,4,History
11/24/2013,C,Home Furnishing,17516,1,2,History
12/1/2013,C,Home Furnishing,17516,0,2,History
12/8/2013,C,Home Furnishing,17516,3,0,History
12/15/2013,C,Home Furnishing,17516,2,1,History
12/22/2013,C,Home Furnishing,17516,2,0,History
12/29/2013,C,Home Furnishing,17516,2,3,History
1/5/2014,C,Home Furnishing,17516,1,4,History
1/12/2014,C,Home Furnishing,17516,0,1,History
1/19/2014,C,Home Furnishing,17516,0,1,History
1/26/2014,C,Home Furnishing,17516,0,1,History
2/2/2014,C,Home Furnishing,17516,1,1,History
2/9/2014,C,Home Furnishing,17516,2,0,History
2/16/2014,C,Home Furnishing,17516,1,1,History
2/23/2014,C,Home Furnishing,17516,1,3,History
3/2/2014,C,Home Furnishing,17516,0,1,History
3/9/2014,C,Home Furnishing,17516,0,1,History
3/16/2014,C,Home Furnishing,17516,0,1,History
3/23/2014,C,Home Furnishing,17516,0,0,History
3/30/2014,C,Home Furnishing,17516,0,0,History
4/6/2014,C,Home Furnishing,17516,0,1,History
4/13/2014,C,Home Furnishing,17516,2,3,History
4/20/2014,C,Home Furnishing,17516,1,0,History
4/27/2014,C,Home Furnishing,17516,2,0,History
5/4/2014,C,Home Furnishing,17516,0,0,History
5/11/2014,C,Home Furnishing,17516,2,1,History
5/18/2014,C,Home Furnishing,17516,0,0,History
5/25/2014,C,Home Furnishing,17516,0,1,History
6/1/2014,C,Home Furnishing,17516,0,2,History
6/8/2014,C,Home Furnishing,17516,3,0,History
6/15/2014,C,Home Furnishing,17516,1,1,History
6/22/2014,C,Home Furnishing,17516,0,1,History
6/29/2014,C,Home Furnishing,17516,0,1,History
7/6/2014,C,Home Furnishing,17516,0,0,History
7/13/2014,C,Home Furnishing,17516,0,1,History
7/20/2014,C,Home Furnishing,17516,1,2,History
7/27/2014,C,Home Furnishing,17516,1,1,History
8/3/2014,C,Home Furnishing,17516,0,1,History
8/10/2014,C,Home Furnishing,17516,0,0,History
8/17/2014,C,Home Furnishing,17516,0,0,History
8/24/2014,C,Home Furnishing,17516,0,0,History
8/31/2014,C,Home Furnishing,17516,1,1,History
9/7/2014,C,Home Furnishing,17516,0,2,History
9/14/2014,C,Home Furnishing,17516,0,0,History
9/21/2014,C,Home Furnishing,17516,0,0,History
9/28/2014,C,Home Furnishing,17516,0,0,History
10/5/2014,C,Home Furnishing,17516,1,0,History
10/12/2014,C,Home Furnishing,17516,1,0,History
10/19/2014,C,Home Furnishing,17516,2,0,History
10/26/2014,C,Home Furnishing,17516,0,1,History
11/2/2014,C,Home Furnishing,17516,0,1,History
11/9/2014,C,Home Furnishing,17516,1,1,History
11/16/2014,C,Home Furnishing,17516,0,0,History
11/23/2014,C,Home Furnishing,17516,0,0,History
11/30/2014,C,Home Furnishing,17516,0,0,History
12/7/2014,C,Home Furnishing,17516,1,1,History
12/14/2014,C,Home Furnishing,17516,1,2,History
12/21/2014,C,Home Furnishing,17516,0,1,History
12/28/2014,C,Home Furnishing,17516,0,0,History
1/4/2015,C,Home Furnishing,17516,0,0,History
1/11/2015,C,Home Furnishing,17516,0,0,History
1/18/2015,C,Home Furnishing,17516,0,0,History
1/25/2015,C,Home Furnishing,17516,2,1,History
2/1/2015,C,Home Furnishing,17516,0,1,History
2/8/2015,C,Home Furnishing,17516,0,0,History
2/15/2015,C,Home Furnishing,17516,0,0,History
2/22/2015,C,Home Furnishing,17516,2,0,History
3/1/2015,C,Home Furnishing,17516,1,1,History
3/8/2015,C,Home Furnishing,17516,0,0,History
3/15/2015,C,Home Furnishing,17516,0,1,History
3/22/2015,C,Home Furnishing,17516,1,1,History
3/29/2015,C,Home Furnishing,17516,0,1,History
4/5/2015,C,Home Furnishing,17516,1,1,History
4/12/2015,C,Home Furnishing,17516,0,0,History
4/19/2015,C,Home Furnishing,17516,3,0,History
4/26/2015,C,Home Furnishing,17516,0,0,History
5/3/2015,C,Home Furnishing,17516,1,1,History
5/10/2015,C,Home Furnishing,17516,1,2,History
5/17/2015,C,Home Furnishing,17516,0,1,History
5/24/2015,C,Home Furnishing,17516,0,1,History
5/31/2015,C,Home Furnishing,17516,Not Available,1,Forecast
6/7/2015,C,Home Furnishing,17516,Not Available,1,Forecast
6/14/2015,C,Home Furnishing,17516,Not Available,0,Forecast
6/21/2015,C,Home Furnishing,17516,Not Available,1,Forecast
6/28/2015,C,Home Furnishing,17516,Not Available,1,Forecast
7/5/2015,C,Home Furnishing,17516,Not Available,1,Forecast
7/12/2015,C,Home Furnishing,17516,Not Available,1,Forecast
7/19/2015,C,Home Furnishing,17516,Not Available,1,Forecast
7/26/2015,C,Home Furnishing,17516,Not Available,1,Forecast
7/28/2013,A,Home Furnishing,17517,0,0,History
8/4/2013,A,Home Furnishing,17517,0,0,History
8/11/2013,A,Home Furnishing,17517,0,0,History
8/18/2013,A,Home Furnishing,17517,0,0,History
8/25/2013,A,Home Furnishing,17517,0,0,History
9/1/2013,A,Home Furnishing,17517,0,0,History
9/8/2013,A,Home Furnishing,17517,0,0,History
9/15/2013,A,Home Furnishing,17517,0,0,History
9/22/2013,A,Home Furnishing,17517,0,0,History
9/29/2013,A,Home Furnishing,17517,0,0,History
10/6/2013,A,Home Furnishing,17517,0,0,History
10/13/2013,A,Home Furnishing,17517,0,0,History
10/20/2013,A,Home Furnishing,17517,0,0,History
10/27/2013,A,Home Furnishing,17517,0,0,History
11/3/2013,A,Home Furnishing,17517,0,0,History
11/10/2013,A,Home Furnishing,17517,0,0,History
11/17/2013,A,Home Furnishing,17517,0,0,History
11/24/2013,A,Home Furnishing,17517,0,0,History
12/1/2013,A,Home Furnishing,17517,0,0,History
12/8/2013,A,Home Furnishing,17517,0,0,History
12/15/2013,A,Home Furnishing,17517,0,0,History
12/22/2013,A,Home Furnishing,17517,0,0,History
12/29/2013,A,Home Furnishing,17517,0,0,History
1/5/2014,A,Home Furnishing,17517,0,0,History
1/12/2014,A,Home Furnishing,17517,0,0,History
1/19/2014,A,Home Furnishing,17517,0,0,History
1/26/2014,A,Home Furnishing,17517,0,0,History
2/2/2014,A,Home Furnishing,17517,0,0,History
2/9/2014,A,Home Furnishing,17517,0,0,History
2/16/2014,A,Home Furnishing,17517,0,0,History
2/23/2014,A,Home Furnishing,17517,0,0,History
3/2/2014,A,Home Furnishing,17517,0,0,History
3/9/2014,A,Home Furnishing,17517,0,0,History
3/16/2014,A,Home Furnishing,17517,0,0,History
3/23/2014,A,Home Furnishing,17517,0,0,History
3/30/2014,A,Home Furnishing,17517,0,0,History
4/6/2014,A,Home Furnishing,17517,0,0,History
4/13/2014,A,Home Furnishing,17517,0,0,History
4/20/2014,A,Home Furnishing,17517,0,0,History
4/27/2014,A,Home Furnishing,17517,0,0,History
5/4/2014,A,Home Furnishing,17517,0,1,History
5/11/2014,A,Home Furnishing,17517,0,0,History
5/18/2014,A,Home Furnishing,17517,0,0,History
5/25/2014,A,Home Furnishing,17517,0,0,History
6/1/2014,A,Home Furnishing,17517,0,0,History
6/8/2014,A,Home Furnishing,17517,0,0,History
6/15/2014,A,Home Furnishing,17517,0,0,History
6/22/2014,A,Home Furnishing,17517,0,1,History
6/29/2014,A,Home Furnishing,17517,0,0,History
7/6/2014,A,Home Furnishing,17517,0,0,History
7/13/2014,A,Home Furnishing,17517,0,0,History
7/20/2014,A,Home Furnishing,17517,0,0,History
7/27/2014,A,Home Furnishing,17517,0,0,History
8/3/2014,A,Home Furnishing,17517,0,0,History
8/10/2014,A,Home Furnishing,17517,0,1,History
8/17/2014,A,Home Furnishing,17517,0,0,History
8/24/2014,A,Home Furnishing,17517,0,0,History
8/31/2014,A,Home Furnishing,17517,0,0,History
9/7/2014,A,Home Furnishing,17517,0,0,History
9/14/2014,A,Home Furnishing,17517,0,0,History
9/21/2014,A,Home Furnishing,17517,0,0,History
9/28/2014,A,Home Furnishing,17517,0,1,History
10/5/2014,A,Home Furnishing,17517,0,0,History
10/12/2014,A,Home Furnishing,17517,0,0,History
10/19/2014,A,Home Furnishing,17517,0,0,History
10/26/2014,A,Home Furnishing,17517,0,0,History
11/2/2014,A,Home Furnishing,17517,0,0,History
11/9/2014,A,Home Furnishing,17517,0,0,History
11/16/2014,A,Home Furnishing,17517,0,1,History
11/23/2014,A,Home Furnishing,17517,0,0,History
11/30/2014,A,Home Furnishing,17517,2,0,History
12/7/2014,A,Home Furnishing,17517,0,0,History
12/14/2014,A,Home Furnishing,17517,0,0,History
12/21/2014,A,Home Furnishing,17517,0,0,History
12/28/2014,A,Home Furnishing,17517,0,0,History
1/4/2015,A,Home Furnishing,17517,0,1,History
1/11/2015,A,Home Furnishing,17517,0,0,History
1/18/2015,A,Home Furnishing,17517,0,0,History
1/25/2015,A,Home Furnishing,17517,0,0,History
2/1/2015,A,Home Furnishing,17517,0,0,History
2/8/2015,A,Home Furnishing,17517,0,0,History
2/15/2015,A,Home Furnishing,17517,0,0,History
2/22/2015,A,Home Furnishing,17517,0,1,History
3/1/2015,A,Home Furnishing,17517,0,0,History
3/8/2015,A,Home Furnishing,17517,0,0,History
3/15/2015,A,Home Furnishing,17517,0,0,History
3/22/2015,A,Home Furnishing,17517,0,0,History
3/29/2015,A,Home Furnishing,17517,0,0,History
4/5/2015,A,Home Furnishing,17517,0,0,History
4/12/2015,A,Home Furnishing,17517,0,1,History
4/19/2015,A,Home Furnishing,17517,0,0,History
4/26/2015,A,Home Furnishing,17517,0,0,History
5/3/2015,A,Home Furnishing,17517,0,0,History
5/10/2015,A,Home Furnishing,17517,0,0,History
5/17/2015,A,Home Furnishing,17517,0,0,History
5/24/2015,A,Home Furnishing,17517,0,0,History
5/31/2015,A,Home Furnishing,17517,Not Available,1,Forecast
6/7/2015,A,Home Furnishing,17517,Not Available,0,Forecast
6/14/2015,A,Home Furnishing,17517,Not Available,0,Forecast
6/21/2015,A,Home Furnishing,17517,Not Available,0,Forecast
6/28/2015,A,Home Furnishing,17517,Not Available,0,Forecast
7/5/2015,A,Home Furnishing,17517,Not Available,0,Forecast
7/12/2015,A,Home Furnishing,17517,Not Available,0,Forecast
7/19/2015,A,Home Furnishing,17517,Not Available,0,Forecast
7/26/2015,A,Home Furnishing,17517,Not Available,0,Forecast
7/28/2013,C,Home Furnishing,17517,0,0,History
8/4/2013,C,Home Furnishing,17517,0,0,History
8/11/2013,C,Home Furnishing,17517,0,1,History
8/18/2013,C,Home Furnishing,17517,0,0,History
8/25/2013,C,Home Furnishing,17517,0,0,History
9/1/2013,C,Home Furnishing,17517,0,0,History
9/8/2013,C,Home Furnishing,17517,2,0,History
9/15/2013,C,Home Furnishing,17517,0,0,History
9/22/2013,C,Home Furnishing,17517,2,0,History
9/29/2013,C,Home Furnishing,17517,0,1,History
10/6/2013,C,Home Furnishing,17517,0,0,History
10/13/2013,C,Home Furnishing,17517,1,0,History
10/20/2013,C,Home Furnishing,17517,0,0,History
10/27/2013,C,Home Furnishing,17517,0,1,History
11/3/2013,C,Home Furnishing,17517,1,0,History
11/10/2013,C,Home Furnishing,17517,0,1,History
11/17/2013,C,Home Furnishing,17517,0,0,History
11/24/2013,C,Home Furnishing,17517,0,0,History
12/1/2013,C,Home Furnishing,17517,0,1,History
12/8/2013,C,Home Furnishing,17517,0,0,History
12/15/2013,C,Home Furnishing,17517,0,0,History
12/22/2013,C,Home Furnishing,17517,0,0,History
12/29/2013,C,Home Furnishing,17517,0,0,History
1/5/2014,C,Home Furnishing,17517,2,0,History
1/12/2014,C,Home Furnishing,17517,0,0,History
1/19/2014,C,Home Furnishing,17517,0,0,History
1/26/2014,C,Home Furnishing,17517,0,0,History
2/2/2014,C,Home Furnishing,17517,0,0,History
2/9/2014,C,Home Furnishing,17517,0,0,History
2/16/2014,C,Home Furnishing,17517,0,0,History
2/23/2014,C,Home Furnishing,17517,0,1,History
3/2/2014,C,Home Furnishing,17517,0,0,History
3/9/2014,C,Home Furnishing,17517,0,0,History
3/16/2014,C,Home Furnishing,17517,0,0,History
3/23/2014,C,Home Furnishing,17517,0,0,History
3/30/2014,C,Home Furnishing,17517,0,0,History
4/6/2014,C,Home Furnishing,17517,0,0,History
4/13/2014,C,Home Furnishing,17517,0,1,History
4/20/2014,C,Home Furnishing,17517,0,0,History
4/27/2014,C,Home Furnishing,17517,0,0,History
5/4/2014,C,Home Furnishing,17517,0,0,History
5/11/2014,C,Home Furnishing,17517,0,0,History
5/18/2014,C,Home Furnishing,17517,0,0,History
5/25/2014,C,Home Furnishing,17517,0,0,History
6/1/2014,C,Home Furnishing,17517,0,0,History
6/8/2014,C,Home Furnishing,17517,0,0,History
6/15/2014,C,Home Furnishing,17517,0,0,History
6/22/2014,C,Home Furnishing,17517,0,0,History
6/29/2014,C,Home Furnishing,17517,0,0,History
7/6/2014,C,Home Furnishing,17517,0,0,History
7/13/2014,C,Home Furnishing,17517,0,0,History
7/20/2014,C,Home Furnishing,17517,0,0,History
7/27/2014,C,Home Furnishing,17517,0,0,History
8/3/2014,C,Home Furnishing,17517,0,0,History
8/10/2014,C,Home Furnishing,17517,0,0,History
8/17/2014,C,Home Furnishing,17517,0,0,History
8/24/2014,C,Home Furnishing,17517,0,0,History
8/31/2014,C,Home Furnishing,17517,0,0,History
9/7/2014,C,Home Furnishing,17517,0,0,History
9/14/2014,C,Home Furnishing,17517,0,0,History
9/21/2014,C,Home Furnishing,17517,0,0,History
9/28/2014,C,Home Furnishing,17517,0,0,History
10/5/2014,C,Home Furnishing,17517,0,0,History
10/12/2014,C,Home Furnishing,17517,0,0,History
10/19/2014,C,Home Furnishing,17517,0,0,History
10/26/2014,C,Home Furnishing,17517,0,0,History
11/2/2014,C,Home Furnishing,17517,1,0,History
11/9/2014,C,Home Furnishing,17517,0,0,History
11/16/2014,C,Home Furnishing,17517,0,0,History
11/23/2014,C,Home Furnishing,17517,0,0,History
11/30/2014,C,Home Furnishing,17517,0,0,History
12/7/2014,C,Home Furnishing,17517,0,0,History
12/14/2014,C,Home Furnishing,17517,0,0,History
12/21/2014,C,Home Furnishing,17517,0,1,History
12/28/2014,C,Home Furnishing,17517,0,0,History
1/4/2015,C,Home Furnishing,17517,0,0,History
1/11/2015,C,Home Furnishing,17517,0,0,History
1/18/2015,C,Home Furnishing,17517,0,0,History
1/25/2015,C,Home Furnishing,17517,0,0,History
2/1/2015,C,Home Furnishing,17517,0,0,History
2/8/2015,C,Home Furnishing,17517,1,0,History
2/15/2015,C,Home Furnishing,17517,0,0,History
2/22/2015,C,Home Furnishing,17517,0,0,History
3/1/2015,C,Home Furnishing,17517,0,0,History
3/8/2015,C,Home Furnishing,17517,0,0,History
3/15/2015,C,Home Furnishing,17517,0,0,History
3/22/2015,C,Home Furnishing,17517,0,0,History
3/29/2015,C,Home Furnishing,17517,0,1,History
4/5/2015,C,Home Furnishing,17517,0,0,History
4/12/2015,C,Home Furnishing,17517,0,0,History
4/19/2015,C,Home Furnishing,17517,0,0,History
4/26/2015,C,Home Furnishing,17517,0,0,History
5/3/2015,C,Home Furnishing,17517,0,0,History
5/10/2015,C,Home Furnishing,17517,0,0,History
5/17/2015,C,Home Furnishing,17517,0,0,History
5/24/2015,C,Home Furnishing,17517,0,0,History
5/31/2015,C,Home Furnishing,17517,Not Available,0,Forecast
6/7/2015,C,Home Furnishing,17517,Not Available,0,Forecast
6/14/2015,C,Home Furnishing,17517,Not Available,0,Forecast
6/21/2015,C,Home Furnishing,17517,Not Available,0,Forecast
6/28/2015,C,Home Furnishing,17517,Not Available,0,Forecast
7/5/2015,C,Home Furnishing,17517,Not Available,0,Forecast
7/12/2015,C,Home Furnishing,17517,Not Available,0,Forecast
7/19/2015,C,Home Furnishing,17517,Not Available,0,Forecast
7/26/2015,C,Home Furnishing,17517,Not Available,0,Forecast
7/28/2013,A,Home Furnishing,17518,15,8,History
8/4/2013,A,Home Furnishing,17518,7,8,History
8/11/2013,A,Home Furnishing,17518,18,10,History
8/18/2013,A,Home Furnishing,17518,9,10,History
8/25/2013,A,Home Furnishing,17518,9,8,History
9/1/2013,A,Home Furnishing,17518,6,7,History
9/8/2013,A,Home Furnishing,17518,10,6,History
9/15/2013,A,Home Furnishing,17518,7,9,History
9/22/2013,A,Home Furnishing,17518,4,6,History
9/29/2013,A,Home Furnishing,17518,11,14,History
10/6/2013,A,Home Furnishing,17518,3,7,History
10/13/2013,A,Home Furnishing,17518,5,8,History
10/20/2013,A,Home Furnishing,17518,6,4,History
10/27/2013,A,Home Furnishing,17518,18,12,History
11/3/2013,A,Home Furnishing,17518,2,8,History
11/10/2013,A,Home Furnishing,17518,0,10,History
11/17/2013,A,Home Furnishing,17518,0,1,History
11/24/2013,A,Home Furnishing,17518,0,0,History
12/1/2013,A,Home Furnishing,17518,0,1,History
12/8/2013,A,Home Furnishing,17518,0,1,History
12/15/2013,A,Home Furnishing,17518,0,1,History
12/22/2013,A,Home Furnishing,17518,2,1,History
12/29/2013,A,Home Furnishing,17518,8,3,History
1/5/2014,A,Home Furnishing,17518,6,8,History
1/12/2014,A,Home Furnishing,17518,1,1,History
1/19/2014,A,Home Furnishing,17518,1,4,History
1/26/2014,A,Home Furnishing,17518,0,0,History
2/2/2014,A,Home Furnishing,17518,0,4,History
2/9/2014,A,Home Furnishing,17518,5,0,History
2/16/2014,A,Home Furnishing,17518,1,5,History
2/23/2014,A,Home Furnishing,17518,0,1,History
3/2/2014,A,Home Furnishing,17518,16,5,History
3/9/2014,A,Home Furnishing,17518,1,8,History
3/16/2014,A,Home Furnishing,17518,1,1,History
3/23/2014,A,Home Furnishing,17518,12,6,History
3/30/2014,A,Home Furnishing,17518,10,8,History
4/6/2014,A,Home Furnishing,17518,3,6,History
4/13/2014,A,Home Furnishing,17518,0,4,History
4/20/2014,A,Home Furnishing,17518,0,0,History
4/27/2014,A,Home Furnishing,17518,2,4,History
5/4/2014,A,Home Furnishing,17518,0,4,History
5/11/2014,A,Home Furnishing,17518,2,4,History
5/18/2014,A,Home Furnishing,17518,3,3,History
5/25/2014,A,Home Furnishing,17518,3,2,History
6/1/2014,A,Home Furnishing,17518,7,5,History
6/8/2014,A,Home Furnishing,17518,0,5,History
6/15/2014,A,Home Furnishing,17518,4,2,History
6/22/2014,A,Home Furnishing,17518,2,4,History
6/29/2014,A,Home Furnishing,17518,4,4,History
7/6/2014,A,Home Furnishing,17518,11,10,History
7/13/2014,A,Home Furnishing,17518,6,5,History
7/20/2014,A,Home Furnishing,17518,9,8,History
7/27/2014,A,Home Furnishing,17518,6,7,History
8/3/2014,A,Home Furnishing,17518,0,3,History
8/10/2014,A,Home Furnishing,17518,0,3,History
8/17/2014,A,Home Furnishing,17518,0,2,History
8/24/2014,A,Home Furnishing,17518,0,1,History
8/31/2014,A,Home Furnishing,17518,0,0,History
9/7/2014,A,Home Furnishing,17518,0,3,History
9/14/2014,A,Home Furnishing,17518,0,0,History
9/21/2014,A,Home Furnishing,17518,6,2,History
9/28/2014,A,Home Furnishing,17518,17,9,History
10/5/2014,A,Home Furnishing,17518,4,15,History
10/12/2014,A,Home Furnishing,17518,5,3,History
10/19/2014,A,Home Furnishing,17518,7,7,History
10/26/2014,A,Home Furnishing,17518,2,8,History
11/2/2014,A,Home Furnishing,17518,2,0,History
11/9/2014,A,Home Furnishing,17518,0,8,History
11/16/2014,A,Home Furnishing,17518,0,0,History
11/23/2014,A,Home Furnishing,17518,2,0,History
11/30/2014,A,Home Furnishing,17518,0,0,History
12/7/2014,A,Home Furnishing,17518,1,1,History
12/14/2014,A,Home Furnishing,17518,0,0,History
12/21/2014,A,Home Furnishing,17518,0,1,History
12/28/2014,A,Home Furnishing,17518,0,1,History
1/4/2015,A,Home Furnishing,17518,2,1,History
1/11/2015,A,Home Furnishing,17518,1,1,History
1/18/2015,A,Home Furnishing,17518,0,1,History
1/25/2015,A,Home Furnishing,17518,1,0,History
2/1/2015,A,Home Furnishing,17518,1,1,History
2/8/2015,A,Home Furnishing,17518,2,1,History
2/15/2015,A,Home Furnishing,17518,2,1,History
2/22/2015,A,Home Furnishing,17518,3,1,History
3/1/2015,A,Home Furnishing,17518,2,6,History
3/8/2015,A,Home Furnishing,17518,0,0,History
3/15/2015,A,Home Furnishing,17518,3,2,History
3/22/2015,A,Home Furnishing,17518,1,3,History
3/29/2015,A,Home Furnishing,17518,1,1,History
4/5/2015,A,Home Furnishing,17518,1,0,History
4/12/2015,A,Home Furnishing,17518,3,1,History
4/19/2015,A,Home Furnishing,17518,0,1,History
4/26/2015,A,Home Furnishing,17518,3,2,History
5/3/2015,A,Home Furnishing,17518,5,5,History
5/10/2015,A,Home Furnishing,17518,2,4,History
5/17/2015,A,Home Furnishing,17518,2,2,History
5/24/2015,A,Home Furnishing,17518,1,2,History
5/31/2015,A,Home Furnishing,17518,Not Available,2,Forecast
6/7/2015,A,Home Furnishing,17518,Not Available,2,Forecast
6/14/2015,A,Home Furnishing,17518,Not Available,1,Forecast
6/21/2015,A,Home Furnishing,17518,Not Available,0,Forecast
6/28/2015,A,Home Furnishing,17518,Not Available,0,Forecast
7/5/2015,A,Home Furnishing,17518,Not Available,0,Forecast
7/12/2015,A,Home Furnishing,17518,Not Available,2,Forecast
7/19/2015,A,Home Furnishing,17518,Not Available,0,Forecast
7/26/2015,A,Home Furnishing,17518,Not Available,2,Forecast
10/19/2014,B,Home Furnishing,17518,4,4,History
10/26/2014,B,Home Furnishing,17518,0,0,History
11/2/2014,B,Home Furnishing,17518,1,1,History
11/9/2014,B,Home Furnishing,17518,0,0,History
11/16/2014,B,Home Furnishing,17518,0,0,History
11/23/2014,B,Home Furnishing,17518,0,0,History
11/30/2014,B,Home Furnishing,17518,0,0,History
12/7/2014,B,Home Furnishing,17518,0,0,History
12/14/2014,B,Home Furnishing,17518,0,0,History
12/21/2014,B,Home Furnishing,17518,1,1,History
12/28/2014,B,Home Furnishing,17518,2,1,History
1/4/2015,B,Home Furnishing,17518,1,1,History
1/11/2015,B,Home Furnishing,17518,0,1,History
1/18/2015,B,Home Furnishing,17518,4,1,History
1/25/2015,B,Home Furnishing,17518,2,1,History
2/1/2015,B,Home Furnishing,17518,0,1,History
2/8/2015,B,Home Furnishing,17518,3,1,History
2/15/2015,B,Home Furnishing,17518,0,1,History
2/22/2015,B,Home Furnishing,17518,0,1,History
3/1/2015,B,Home Furnishing,17518,4,1,History
3/8/2015,B,Home Furnishing,17518,2,2,History
3/15/2015,B,Home Furnishing,17518,2,1,History
3/22/2015,B,Home Furnishing,17518,0,1,History
3/29/2015,B,Home Furnishing,17518,0,2,History
4/5/2015,B,Home Furnishing,17518,1,2,History
4/12/2015,B,Home Furnishing,17518,0,2,History
4/19/2015,B,Home Furnishing,17518,4,2,History
4/26/2015,B,Home Furnishing,17518,1,2,History
5/3/2015,B,Home Furnishing,17518,3,2,History
5/10/2015,B,Home Furnishing,17518,3,1,History
5/17/2015,B,Home Furnishing,17518,0,3,History
5/24/2015,B,Home Furnishing,17518,2,2,History
5/31/2015,B,Home Furnishing,17518,Not Available,2,Forecast
6/7/2015,B,Home Furnishing,17518,Not Available,3,Forecast
6/14/2015,B,Home Furnishing,17518,Not Available,3,Forecast
6/21/2015,B,Home Furnishing,17518,Not Available,3,Forecast
6/28/2015,B,Home Furnishing,17518,Not Available,2,Forecast
7/5/2015,B,Home Furnishing,17518,Not Available,3,Forecast
7/12/2015,B,Home Furnishing,17518,Not Available,3,Forecast
7/19/2015,B,Home Furnishing,17518,Not Available,2,Forecast
7/26/2015,B,Home Furnishing,17518,Not Available,3,Forecast
7/28/2013,C,Home Furnishing,17518,6,5,History
8/4/2013,C,Home Furnishing,17518,4,5,History
8/11/2013,C,Home Furnishing,17518,2,4,History
8/18/2013,C,Home Furnishing,17518,1,3,History
8/25/2013,C,Home Furnishing,17518,0,3,History
9/1/2013,C,Home Furnishing,17518,3,3,History
9/8/2013,C,Home Furnishing,17518,1,0,History
9/15/2013,C,Home Furnishing,17518,3,1,History
9/22/2013,C,Home Furnishing,17518,0,1,History
9/29/2013,C,Home Furnishing,17518,3,0,History
10/6/2013,C,Home Furnishing,17518,5,1,History
10/13/2013,C,Home Furnishing,17518,7,4,History
10/20/2013,C,Home Furnishing,17518,13,8,History
10/27/2013,C,Home Furnishing,17518,8,8,History
11/3/2013,C,Home Furnishing,17518,3,9,History
11/10/2013,C,Home Furnishing,17518,1,4,History
11/17/2013,C,Home Furnishing,17518,1,3,History
11/24/2013,C,Home Furnishing,17518,0,2,History
12/1/2013,C,Home Furnishing,17518,1,1,History
12/8/2013,C,Home Furnishing,17518,1,4,History
12/15/2013,C,Home Furnishing,17518,3,0,History
12/22/2013,C,Home Furnishing,17518,0,0,History
12/29/2013,C,Home Furnishing,17518,0,0,History
1/5/2014,C,Home Furnishing,17518,0,1,History
1/12/2014,C,Home Furnishing,17518,0,0,History
1/19/2014,C,Home Furnishing,17518,0,1,History
1/26/2014,C,Home Furnishing,17518,1,3,History
2/2/2014,C,Home Furnishing,17518,0,0,History
2/9/2014,C,Home Furnishing,17518,0,0,History
2/16/2014,C,Home Furnishing,17518,1,0,History
2/23/2014,C,Home Furnishing,17518,0,0,History
3/2/2014,C,Home Furnishing,17518,0,0,History
3/9/2014,C,Home Furnishing,17518,0,1,History
3/16/2014,C,Home Furnishing,17518,0,2,History
3/23/2014,C,Home Furnishing,17518,3,0,History
3/30/2014,C,Home Furnishing,17518,7,0,History
4/6/2014,C,Home Furnishing,17518,3,3,History
4/13/2014,C,Home Furnishing,17518,1,3,History
4/20/2014,C,Home Furnishing,17518,2,2,History
4/27/2014,C,Home Furnishing,17518,6,3,History
5/4/2014,C,Home Furnishing,17518,2,6,History
5/11/2014,C,Home Furnishing,17518,0,4,History
5/18/2014,C,Home Furnishing,17518,1,1,History
5/25/2014,C,Home Furnishing,17518,0,0,History
